,Unnamed: 0,Tweet_ID,Tweet_Text,Date,In_reply,Retweet_count,Favorite_count,Account,Is_RT,Year,Full_Date,Day,Month,Mention,Hashtag,Engagement_count,week_bin,month_week
3138,3138,1439002792199213059,@TwitterGaming we look both ways too 🚘,17,TwitterGaming,0,25,HyperX,N,2021,Fri Sep 17,Fri,Sep,@TwitterGaming,none,25,3,"Sep, Week 3"
3139,3139,1438998804628328451,@Alienware we're coming 🏃‍♂️🏃‍♀️,17,Alienware,0,7,HyperX,N,2021,Fri Sep 17,Fri,Sep,@Alienware,none,7,3,"Sep, Week 3"
3140,3140,1438973399179698180,@NekoY1 We couldn't ask for anything more! 😳👉👈,17,Nekolodion1,0,1,HyperX,N,2021,Fri Sep 17,Fri,Sep,@NekoY1,none,1,3,"Sep, Week 3"
3141,3141,1438973079414362113,@ADPlusThree Kinda down for this! 😂✍,17,ADPlusThree,0,0,HyperX,N,2021,Fri Sep 17,Fri,Sep,@ADPlusThree,none,0,3,"Sep, Week 3"
3142,3142,1438972977614295040,"@secktoid Finish Jump King in one sitting, challenge accepted",17,secktoid,0,1,HyperX,N,2021,Fri Sep 17,Fri,Sep,@secktoid,none,1,3,"Sep, Week 3"
3143,3143,1438972463518453762,@CraftyLeviathan Love the flexibility! Gotta check it out 👀,17,CraftyLeviathan,0,0,HyperX,N,2021,Fri Sep 17,Fri,Sep,@CraftyLeviathan,none,0,3,"Sep, Week 3"
3144,3144,1438971960902492161,@_Xingo_ You had us at slay 😳,17,_Xingo_,0,0,HyperX,N,2021,Fri Sep 17,Fri,Sep,@_Xingo_,none,0,3,"Sep, Week 3"
3145,3145,1438964518042935298,@opheliawolfy BET 😏,17,alieneor,0,1,HyperX,N,2021,Fri Sep 17,Fri,Sep,@opheliawolfy,none,1,3,"Sep, Week 3"
3146,3146,1438964327093055488,"@BraeTheNerd Big list! Will report back in a few years o7
Thanks!",17,BraeTheNerd,0,0,HyperX,N,2021,Fri Sep 17,Fri,Sep,@BraeTheNerd,none,0,3,"Sep, Week 3"
3147,3147,1438963751374495746,@tbonekiller2000 Good suggestions! What are your favorite mods? ✍😲,17,tbonekiller2000,0,0,HyperX,N,2021,Fri Sep 17,Fri,Sep,@tbonekiller2000,none,0,3,"Sep, Week 3"
3148,3148,1438946476307070978,@OfficiaIDevour see you on Valo in 5 😎,17,OfficiaIDevour,0,7,HyperX,N,2021,Fri Sep 17,Fri,Sep,@OfficiaIDevour,none,7,3,"Sep, Week 3"
3149,3149,1438945454721359872,@zephiK0 on it fam 💯,17,zephiK0,0,1,HyperX,N,2021,Fri Sep 17,Fri,Sep,@zephiK0,none,1,3,"Sep, Week 3"
3150,3150,1438945289889406979,"@prismatik8 😳📝, okay we'll be busy for a while!",17,prismatik8,0,4,HyperX,N,2021,Fri Sep 17,Fri,Sep,@prismatik8,none,4,3,"Sep, Week 3"
3151,3151,1438945136159780865,"@TylerCrocker12 ohhh, love a classic 👏

and you know we're all about that sound experience 😉",17,TylerCrocker12,0,1,HyperX,N,2021,Fri Sep 17,Fri,Sep,@TylerCrocker12,none,1,3,"Sep, Week 3"
3152,3152,1438944816230846464,@Ev1lT4zz that's definitely on our list to try 👌,17,Ev1lT4zz,0,1,HyperX,N,2021,Fri Sep 17,Fri,Sep,@Ev1lT4zz,none,1,3,"Sep, Week 3"
3153,3153,1438944600601739264,@double_vp @Splitgate we've been on that grind too 🙌,17,woodypaul_,0,1,HyperX,N,2021,Fri Sep 17,Fri,Sep,@double_vp,none,1,3,"Sep, Week 3"
3154,3154,1438938026856656900,"bored 🥱...

any gaming suggestions? https://t.co/caLqBKvmQu",17,none,17,448,HyperX,N,2021,Fri Sep 17,Fri,Sep,none,none,465,3,"Sep, Week 3"
3155,3155,1438902100046532609,@MelancholyBlu35 So much beauty! 😍😍😍,17,MelancholyBlu35,0,1,HyperX,N,2021,Fri Sep 17,Fri,Sep,@MelancholyBlu35,none,1,3,"Sep, Week 3"
3156,3156,1438848982839660546,@Xeptron ❤️ 🎧  #HyperXfam https://t.co/Thv7ToFuoS,17,Xeptron,0,1,HyperX,N,2021,Fri Sep 17,Fri,Sep,@Xeptron,#HyperXfam,1,3,"Sep, Week 3"
3157,3157,1438792918307942405,@Aoyamadakun Enjoy your gaming day with HyperX ⌨️ 🕹️ 😎,17,Aoyamadakun,0,1,HyperX,N,2021,Fri Sep 17,Fri,Sep,@Aoyamadakun,none,1,3,"Sep, Week 3"
3158,3158,1438788092916289537,@Soysauceshawty1 We can guarantee the compatibility of our keycap kits with HyperX mechanical keyboards only.,17,none,0,2,HyperX,N,2021,Fri Sep 17,Fri,Sep,@Soysauceshawty1,none,2,3,"Sep, Week 3"
3159,3159,1438772138962563076,"@daddy_final Hi,
It seem that you encounter an issue with NGENUITY.
Can you please contact us via private message?… https://t.co/sil74AsqGp",17,daddy_final,0,0,HyperX,N,2021,Fri Sep 17,Fri,Sep,@daddy_final,none,0,3,"Sep, Week 3"
3160,3160,1438669751732027394,@CraftyLeviathan hi Crafty's Discord 👋,17,CraftyLeviathan,0,4,HyperX,N,2021,Fri Sep 17,Fri,Sep,@CraftyLeviathan,none,4,3,"Sep, Week 3"
3161,3161,1438669038968709125,@KyleOkeefe02 knew it 😂,17,KyleOkeefe02,0,1,HyperX,N,2021,Fri Sep 17,Fri,Sep,@KyleOkeefe02,none,1,3,"Sep, Week 3"
3162,3162,1438668949504225282,@kingbanana234 😤 why they do us like that,17,kingbanana234,0,1,HyperX,N,2021,Fri Sep 17,Fri,Sep,@kingbanana234,none,1,3,"Sep, Week 3"
3163,3163,1438668837314912265,@ZeethFPS 😶,17,ZoveDFWY,1,2,HyperX,N,2021,Fri Sep 17,Fri,Sep,@ZeethFPS,none,3,3,"Sep, Week 3"
3164,3164,1438668779559342083,@BobbyWalker777 ALWAYS 👏,17,BobbyWalker777,0,1,HyperX,N,2021,Fri Sep 17,Fri,Sep,@BobbyWalker777,none,1,3,"Sep, Week 3"
3165,3165,1438608632149684224,"soooo, was it the lag this time or 🧐?",16,none,1,210,HyperX,N,2021,Thu Sep 16,Thu,Sep,none,none,211,3,"Sep, Week 3"
3166,3166,1438599166662365184,"@CraftyLeviathan omg fam, sorry! no more distractions 😅",16,CraftyLeviathan,0,2,HyperX,N,2021,Thu Sep 16,Thu,Sep,@CraftyLeviathan,none,2,3,"Sep, Week 3"
3167,3167,1438594384929296397,@Phloxyxo 💯😭💖 https://t.co/o9yKwoP3py,16,Phloxyxo,0,8,HyperX,N,2021,Thu Sep 16,Thu,Sep,@Phloxyxo,none,8,3,"Sep, Week 3"
3168,3168,1438563805483585538,@heights_md https://t.co/fXErbv1eFy,16,heights_md,0,0,HyperX,N,2021,Thu Sep 16,Thu,Sep,@heights_md,none,0,3,"Sep, Week 3"
3169,3169,1438563606572912662,@sephiroth17181 lookin cleannnn fam 💖 https://t.co/jnXCiu2RLl,16,sephiroth17181,0,4,HyperX,N,2021,Thu Sep 16,Thu,Sep,@sephiroth17181,none,4,3,"Sep, Week 3"
3170,3170,1438563428151402497,@sophionic https://t.co/ozKbQIs0OM,16,sophionic,0,1,HyperX,N,2021,Thu Sep 16,Thu,Sep,@sophionic,none,1,3,"Sep, Week 3"
3171,3171,1438563319900610561,@OfficiaIDevour 🥰💗🥰,16,OfficiaIDevour,0,6,HyperX,N,2021,Thu Sep 16,Thu,Sep,@OfficiaIDevour,none,6,3,"Sep, Week 3"
3172,3172,1438545727110647808,"sorry, what did you say? got distracted ✨ https://t.co/v9pBHOLw9x",16,none,36,1184,HyperX,N,2021,Thu Sep 16,Thu,Sep,none,none,1220,3,"Sep, Week 3"
3173,3173,1438506727108845584,@Ingo09077955 We will do our best 💯 🔥,16,Ingo09077955,0,0,HyperX,N,2021,Thu Sep 16,Thu,Sep,@Ingo09077955,none,0,3,"Sep, Week 3"
3174,3174,1438415852311883780,"@868Reflex Hi there,  in order to assist you better please send us a DM ! Thanks",16,868Reflex,0,0,HyperX,N,2021,Thu Sep 16,Thu,Sep,@868Reflex,none,0,3,"Sep, Week 3"
3175,3175,1438303393068503040,@PogChamp_San Welcome to the fam 🙌 😍 !!,16,xPerzikNL,0,2,HyperX,N,2021,Thu Sep 16,Thu,Sep,@PogChamp_San,none,2,3,"Sep, Week 3"
3176,3176,1438219932085354498,@smollissad1 time for a family reunion 😬,15,none,0,0,HyperX,N,2021,Wed Sep 15,Wed,Sep,@smollissad1,none,0,3,"Sep, Week 3"
3177,3177,1438218461981728769,@Sochii_ we gotchu fam 😂 https://t.co/L43TbvDZF0,15,Sochii_,0,1,HyperX,N,2021,Wed Sep 15,Wed,Sep,@Sochii_,none,1,3,"Sep, Week 3"
3178,3178,1438216913193091074,@XboxGamePassPC P A I N,15,XboxGamePassPC,0,8,HyperX,N,2021,Wed Sep 15,Wed,Sep,@XboxGamePassPC,none,8,3,"Sep, Week 3"
3179,3179,1438205121456918534,@ZladeisCool That's Alloy Origins 60: https://t.co/FiIwD2cO4a,15,none,0,1,HyperX,N,2021,Wed Sep 15,Wed,Sep,@ZladeisCool,none,1,3,"Sep, Week 3"
3180,3180,1438204672372846595,@PierceParadise Sup 👋,15,PierceParadise,0,2,HyperX,N,2021,Wed Sep 15,Wed,Sep,@PierceParadise,none,2,3,"Sep, Week 3"
3181,3181,1438202421763878914,"@FallenDjinn Thanks for that picture, it's the info we were looking for. This model's USB controls do not have 7.1… https://t.co/jKLJIf3I0h",15,FallenDjinn,0,0,HyperX,N,2021,Wed Sep 15,Wed,Sep,@FallenDjinn,none,0,3,"Sep, Week 3"
3182,3182,1438200990839320577,What boss battle makes you feel like this? https://t.co/KFJ2vjEy65,15,none,4,102,HyperX,N,2021,Wed Sep 15,Wed,Sep,none,none,106,3,"Sep, Week 3"
3183,3183,1438084530028662786,"@Kikessence Hi Kike, in order to assist you better we've sent you a DM :)",15,Kikessence,1,0,HyperX,N,2021,Wed Sep 15,Wed,Sep,@Kikessence,none,1,3,"Sep, Week 3"
3184,3184,1438068471334641668,"@ThatJadon_26 Hi there ! Could you please tell us which keyboard you have ? (HX-KB...)
Which version of NGENUITY do… https://t.co/A92oFAzBFt",15,ThatJadon_26,0,1,HyperX,N,2021,Wed Sep 15,Wed,Sep,@ThatJadon_26,none,1,3,"Sep, Week 3"
3185,3185,1437931349881630722,"@f2531779d68c491 Hey, we'd like to get this taken care of! We're sending you a DM to get more info.",15,f2531779d68c491,0,0,HyperX,N,2021,Wed Sep 15,Wed,Sep,@f2531779d68c491,none,0,3,"Sep, Week 3"
3186,3186,1437929141718986754,"@FallenDjinn Hey, we'd like to find out which model you have. Can you send us a dm and provide the Model and BOM nu… https://t.co/Mnncqq5qOw",14,FallenDjinn,0,0,HyperX,N,2021,Tue Sep 14,Tue,Sep,@FallenDjinn,none,0,2,"Sep, Week 2"
3187,3187,1437895184956674048,hey~ https://t.co/8R4oubTsEk,14,none,49,1862,HyperX,N,2021,Tue Sep 14,Tue,Sep,none,none,1911,2,"Sep, Week 2"
3188,3188,1437819685177790467,Badly describe your favorite character archetype 😬 ⬇️,14,none,2,92,HyperX,N,2021,Tue Sep 14,Tue,Sep,none,none,94,2,"Sep, Week 2"
3189,3189,1437774338145628166,@ElipzeF Thank you for your great feedback. ☺️,14,ElipzeF,0,0,HyperX,N,2021,Tue Sep 14,Tue,Sep,@ElipzeF,none,0,2,"Sep, Week 2"
3190,3190,1437735253725097986,"@matt74367301 Hi Matt ! Our software NGENUITY can be installed on Windows 10 only. 
If you want to customize your m… https://t.co/ma6vu1u6SH",14,matt74367301,0,1,HyperX,N,2021,Tue Sep 14,Tue,Sep,@matt74367301,none,1,2,"Sep, Week 2"
3191,3191,1437495642490814472,RGB looks good on you 😉 https://t.co/UGVXB1Ll6P,13,none,7,154,HyperX,N,2021,Mon Sep 13,Mon,Sep,none,none,161,2,"Sep, Week 2"
3192,3192,1437458433565986820,@Axreya 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,13,KBMRuik,0,0,HyperX,N,2021,Mon Sep 13,Mon,Sep,@Axreya,none,0,2,"Sep, Week 2"
3193,3193,1437381340094140421,"@MangryMe 😍 we're taking notes, Mangry! 🎮 https://t.co/Thv7ToFuoS",13,MangryMe,0,2,HyperX,N,2021,Mon Sep 13,Mon,Sep,@MangryMe,none,2,2,"Sep, Week 2"
3194,3194,1437380664513413121,@XimLordP90GOD Hey there! Cheers for reaching out. Please DM us if you have any issues with you Cloud II 👾 we'll be… https://t.co/3ZpW7ESs5Y,13,ThirtyEightNA,0,0,HyperX,N,2021,Mon Sep 13,Mon,Sep,@XimLordP90GOD,none,0,2,"Sep, Week 2"
3195,3195,1437362370809061379,"@Arkanium_Gaming Thank you for your feedback, 

Our technical team is working on NGenuity software and it will see… https://t.co/mti3yfqL0r",13,Arkanium_Gaming,0,0,HyperX,N,2021,Mon Sep 13,Mon,Sep,@Arkanium_Gaming,none,0,2,"Sep, Week 2"
3196,3196,1437357653643173892,Congratulations to our newest ambassador @DaniilMedwed. Winning his first Grand Slam in fantastic fashion with a st… https://t.co/LI3RsyFkXA,13,none,20,471,HyperX,N,2021,Mon Sep 13,Mon,Sep,@DaniilMedwed,none,491,2,"Sep, Week 2"
3197,3197,1437350017942032386,"@elsinverguenz14 Hi,
there seems to be an issue with your product and NGENUITY.
Please contact us via private messa… https://t.co/W55aXEskxW",13,elsinverguenz14,0,0,HyperX,N,2021,Mon Sep 13,Mon,Sep,@elsinverguenz14,none,0,2,"Sep, Week 2"
3198,3198,1437328351316873219,@samthecat191 Hi. We will forward your feedback to our development department.,13,samthecat191,0,0,HyperX,N,2021,Mon Sep 13,Mon,Sep,@samthecat191,none,0,2,"Sep, Week 2"
3199,3199,1437113801225166849,Which Switch games would you bring on a road trip 👾? https://t.co/cpdzvMC6Rq,12,none,10,189,HyperX,N,2021,Sun Sep 12,Sun,Sep,none,none,199,2,"Sep, Week 2"
3200,3200,1436763396716650496,@MichalKok4 Rough 🤦‍♂️,11,Tron_Creeper2,0,1,HyperX,N,2021,Sat Sep 11,Sat,Sep,@MichalKok4,none,1,2,"Sep, Week 2"
3201,3201,1436763335974785024,"@StormDragon212 We are now, thanks for checking ❤️",11,StormDragon212,0,7,HyperX,N,2021,Sat Sep 11,Sat,Sep,@StormDragon212,none,7,2,"Sep, Week 2"
3202,3202,1436742830580330506,@Rec0nn76 https://t.co/Ywd0pgGbLl,11,Rec0nn76,0,1,HyperX,N,2021,Sat Sep 11,Sat,Sep,@Rec0nn76,none,1,2,"Sep, Week 2"
3203,3203,1436742206933532677,@RobbieLinklater we all make mistakes,11,SinisterRob,1,24,HyperX,N,2021,Sat Sep 11,Sat,Sep,@RobbieLinklater,none,25,2,"Sep, Week 2"
3204,3204,1436742071134552064,@Rec0nn76 https://t.co/zKuQa2QjYC,11,Rec0nn76,0,5,HyperX,N,2021,Sat Sep 11,Sat,Sep,@Rec0nn76,none,5,2,"Sep, Week 2"
3205,3205,1436741753260806147,@neverlessLIVE Rough day in the office 🤦‍♂️,11,neverlessLIVE,0,26,HyperX,N,2021,Sat Sep 11,Sat,Sep,@neverlessLIVE,none,26,2,"Sep, Week 2"
3206,3206,1436741358706778112,"Wow, ok, unfollowing now. was
a big fan of how much they liked video games, but didn't know they cared so much abou… https://t.co/933vE9OFOC",11,none,2,325,HyperX,N,2021,Sat Sep 11,Sat,Sep,none,none,327,2,"Sep, Week 2"
3207,3207,1436466718289825793,@viljeri Thanks 🙌 ❤️,10,viljeri,0,0,HyperX,N,2021,Fri Sep 10,Fri,Sep,@viljeri,none,0,2,"Sep, Week 2"
3208,3208,1436465438909739009,@viljeri That's the design of many mechanical keycaps for the brackets. The only way that you will see them symmetr… https://t.co/010mnpGQMz,10,viljeri,0,0,HyperX,N,2021,Fri Sep 10,Fri,Sep,@viljeri,none,0,2,"Sep, Week 2"
3209,3209,1436460153390383108,"@itsShannonGreen Hey there! Send us a DM, we'd like to get some info from you 👋 https://t.co/Thv7ToFuoS",10,itsShannonGreen,0,0,HyperX,N,2021,Fri Sep 10,Fri,Sep,@itsShannonGreen,none,0,2,"Sep, Week 2"
3210,3210,1436409828507750400,@rhexos_ @ValorantEsports https://t.co/o1VcIqVzuZ,10,rhexos_,0,1,HyperX,N,2021,Fri Sep 10,Fri,Sep,@rhexos_,none,1,2,"Sep, Week 2"
3211,3211,1436392669761130496,@viljeri Hey there! What can we help you with?,10,viljeri,0,0,HyperX,N,2021,Fri Sep 10,Fri,Sep,@viljeri,none,0,2,"Sep, Week 2"
3212,3212,1436380885008502785,@ADPlusThree #HyperXFamily setup 😍,10,ADPlusThree,0,1,HyperX,N,2021,Fri Sep 10,Fri,Sep,@ADPlusThree,#HyperXFamily,1,2,"Sep, Week 2"
3213,3213,1436369884921966598,@thebetaliam Treat yo self! 😍,10,thebetaliam,0,1,HyperX,N,2021,Fri Sep 10,Fri,Sep,@thebetaliam,none,1,2,"Sep, Week 2"
3214,3214,1436311055303589890,@Tortillastar3 Hi Tortillastar! We just replied to you in DM 👾,10,Tortillastar3,0,1,HyperX,N,2021,Fri Sep 10,Fri,Sep,@Tortillastar3,none,1,2,"Sep, Week 2"
3215,3215,1436309738141233152,"Get ready for Day 1 of @ValorantEsports #VALORANTMasters with us 🙌 
 
⬇️ We’re A1!C, tell us which ones you’d choos… https://t.co/OasUzfEfYV",10,none,25,350,HyperX,N,2021,Fri Sep 10,Fri,Sep,@ValorantEsports,#VALORANTMasters,375,2,"Sep, Week 2"
3216,3216,1436260908465106966,@Proximity1_ Let's goo 🔥 🔥,10,Proximity1_,0,1,HyperX,N,2021,Fri Sep 10,Fri,Sep,@Proximity1_,none,1,2,"Sep, Week 2"
3217,3217,1436252424336027669,@peekiesbtw 🤗,10,peekiesbtw,0,0,HyperX,N,2021,Fri Sep 10,Fri,Sep,@peekiesbtw,none,0,2,"Sep, Week 2"
3218,3218,1436042132054167572,"@originalcrehil RANDOM
True Chad 👑",9,originalcrehil,0,0,HyperX,N,2021,Thu Sep 09,Thu,Sep,@originalcrehil,none,0,2,"Sep, Week 2"
3219,3219,1436038070285987840,@Cranky_Hippo Hey there! Thanks for the pictures and suggestions for our Pulsefire Dart mouse. We were wondering wh… https://t.co/64EWoclNj5,9,Cranky_Hippo,0,3,HyperX,N,2021,Thu Sep 09,Thu,Sep,@Cranky_Hippo,none,3,2,"Sep, Week 2"
3220,3220,1436030510157877265,@KoguBear Bears are the brand! Good choice 🐻♥,9,KoguBear,0,2,HyperX,N,2021,Thu Sep 09,Thu,Sep,@KoguBear,none,2,2,"Sep, Week 2"
3221,3221,1436028810860765214,@JockyRhonson Undead characters are definitely the coolest! haha...,9,JockyRhonson,0,2,HyperX,N,2021,Thu Sep 09,Thu,Sep,@JockyRhonson,none,2,2,"Sep, Week 2"
3222,3222,1436027531916812309,@Axiomure Bows over swords 😲 sharpshooting tiger!,9,Axiomure,0,2,HyperX,N,2021,Thu Sep 09,Thu,Sep,@Axiomure,none,2,2,"Sep, Week 2"
3223,3223,1436025916942000148,@Gato_Pub Catboy/catgirl supremacy 😻,9,Gato_Pub,0,2,HyperX,N,2021,Thu Sep 09,Thu,Sep,@Gato_Pub,none,2,2,"Sep, Week 2"
3224,3224,1436025665950650369,@msiUSA How come your mom lets you have TWO dragons...,9,msiUSA,1,9,HyperX,N,2021,Thu Sep 09,Thu,Sep,@msiUSA,none,10,2,"Sep, Week 2"
3225,3225,1436025478259744795,"@MiaunelC Edgy and cool, a sick go-to look 😎",9,MiaunelC,0,1,HyperX,N,2021,Thu Sep 09,Thu,Sep,@MiaunelC,none,1,2,"Sep, Week 2"
3226,3226,1436025273976119296,@Alienware Fastest character creation session ever 💨,9,Alienware,1,15,HyperX,N,2021,Thu Sep 09,Thu,Sep,@Alienware,none,16,2,"Sep, Week 2"
3227,3227,1436009003872567296,"Describe your go to character creation settings with emojis only

Ours would be: 🥰 🤍 ❤️🐱✨",9,none,2,121,HyperX,N,2021,Thu Sep 09,Thu,Sep,none,none,123,2,"Sep, Week 2"
3228,3228,1435996065224790018,@flammedemon Hello there! We don't have any info if there would be Linux drivers released for the Cloud Flight S he… https://t.co/AmPnvZo52i,9,flammedemon,0,0,HyperX,N,2021,Thu Sep 09,Thu,Sep,@flammedemon,none,0,2,"Sep, Week 2"
3229,3229,1435970020614492166,"@peekiesbtw Ook, you should check on our Cloud Alpha S, excellent sound quality with dual chambers splitting the ba… https://t.co/MG49AYOLkm",9,peekiesbtw,0,1,HyperX,N,2021,Thu Sep 09,Thu,Sep,@peekiesbtw,none,1,2,"Sep, Week 2"
3230,3230,1435888642900246528,@peekiesbtw Hi Peekies! Are you more into wireless or wired headsets ?,9,peekiesbtw,0,0,HyperX,N,2021,Thu Sep 09,Thu,Sep,@peekiesbtw,none,0,2,"Sep, Week 2"
3231,3231,1435880502540505088,@wstephenson More RGB 🥵,9,wstephenson,0,0,HyperX,N,2021,Thu Sep 09,Thu,Sep,@wstephenson,none,0,2,"Sep, Week 2"
3232,3232,1435879973722656770,"@TheFRamos Hi! Please send a DM, so we can assist you further! 🙂",9,TheFRamos,0,0,HyperX,N,2021,Thu Sep 09,Thu,Sep,@TheFRamos,none,0,2,"Sep, Week 2"
3233,3233,1435810872547364870,@OfficialDabier 👀,9,OfficialDabier,0,10,HyperX,N,2021,Thu Sep 09,Thu,Sep,@OfficialDabier,none,10,2,"Sep, Week 2"
3234,3234,1435810817966952452,"RT @OfficialDabier: Im about to be the face of @HyperX 

Watch me",9,none,2,0,HyperX,Y,2021,Thu Sep 09,Thu,Sep,@OfficialDabier,none,2,2,"Sep, Week 2"
3235,3235,1435733980540669953,@RattikusMaximus when you save...right after you saved cause what if it DIDN'T save 🧐😂,8,RattikusMaximus,0,4,HyperX,N,2021,Wed Sep 08,Wed,Sep,@RattikusMaximus,none,4,2,"Sep, Week 2"
3236,3236,1435733792941961221,@Puff_N_Play we've felt the P A I N 🥲,8,Puff_N_Play,0,1,HyperX,N,2021,Wed Sep 08,Wed,Sep,@Puff_N_Play,none,1,2,"Sep, Week 2"
3237,3237,1435733466058952709,@KODIECOLLINGS @FinalFantasy asklfjas;kdlfjlk oh no😶‍🌫️,8,KODIECOLLINGS,0,0,HyperX,N,2021,Wed Sep 08,Wed,Sep,@KODIECOLLINGS,none,0,2,"Sep, Week 2"
3238,3238,1435733227507908618,@TeamVolted not the champion 😭,8,TeamVolted,0,2,HyperX,N,2021,Wed Sep 08,Wed,Sep,@TeamVolted,none,2,2,"Sep, Week 2"
3239,3239,1435732773747060740,"@MGS_PWN3R 😅 we took too many ""breaks""",8,MGS_PWN3R,0,1,HyperX,N,2021,Wed Sep 08,Wed,Sep,@MGS_PWN3R,none,1,2,"Sep, Week 2"
3240,3240,1435732569367060480,@CHEYBALLA718 we got thisssss 🙌 https://t.co/45qfqSpecp,8,CHEYBALLA718,0,1,HyperX,N,2021,Wed Sep 08,Wed,Sep,@CHEYBALLA718,none,1,2,"Sep, Week 2"
3241,3241,1435732298964430849,"@M4gpul wuhhh, you're amazing fam 😌💗",8,M4gpul,0,0,HyperX,N,2021,Wed Sep 08,Wed,Sep,@M4gpul,none,0,2,"Sep, Week 2"
3242,3242,1435717083057242116,Time to focus and edit some videos 😤 https://t.co/AU2TonNsiJ,8,none,29,358,HyperX,N,2021,Wed Sep 08,Wed,Sep,none,none,387,2,"Sep, Week 2"
3243,3243,1435645358303059968,"Remember when you had to save your game?

ʳᵉᵐᵉᵐᵇᵉʳ ʷʰᵉⁿ ʸᵒᵘ ᶠᵒʳᵍᵒᵗ ᵗᵒ 😢",8,none,23,509,HyperX,N,2021,Wed Sep 08,Wed,Sep,none,none,532,2,"Sep, Week 2"
3244,3244,1435533264786178048,"@JohnoTheLee We are very sorry for the inconveniences, and we are sorry to hear, that you are not happy with your H… https://t.co/ZRe0nixhYX",8,walid_450,0,0,HyperX,N,2021,Wed Sep 08,Wed,Sep,@JohnoTheLee,none,0,2,"Sep, Week 2"
3245,3245,1435526310340726787,"@JohnoTheLee We will forward your feedback to the responsible department, but please be aware, that the feature is… https://t.co/fS5p0zRqJE",8,walid_450,0,0,HyperX,N,2021,Wed Sep 08,Wed,Sep,@JohnoTheLee,none,0,2,"Sep, Week 2"
3246,3246,1435522588885794822,"@JohnoTheLee Hi,

Please be aware, that the game/chat balance feature of the Cloud Alpha S does work on PC only, be… https://t.co/VMHkPLpLHF",8,walid_450,0,0,HyperX,N,2021,Wed Sep 08,Wed,Sep,@JohnoTheLee,none,0,2,"Sep, Week 2"
3247,3247,1435514025165697024,@Jeffrey_Jef2021 Thank you for your great feedback. ☺️,8,Jeffrey_Jef2021,0,0,HyperX,N,2021,Wed Sep 08,Wed,Sep,@Jeffrey_Jef2021,none,0,2,"Sep, Week 2"
3248,3248,1435382123993591809,@BigBryTV ready to go 😎 https://t.co/y4gvuNAEsh,7,BigBryTV,0,6,HyperX,N,2021,Tue Sep 07,Tue,Sep,@BigBryTV,none,6,1,"Sep, Week 1"
3249,3249,1435380849592045569,@MythManGalvan 💧 𝕤𝕥𝕒𝕪𝕚𝕟𝕘 𝕙𝕪𝕕𝕣𝕒𝕥𝕖𝕕 💧,7,MythManGalvan,0,0,HyperX,N,2021,Tue Sep 07,Tue,Sep,@MythManGalvan,none,0,1,"Sep, Week 1"
3250,3250,1511099432917340166,"@Bartmans_Bits That's most unexpected Jesse! Sorry to hear about the experience, there could be a few things at pla… https://t.co/5yQ6yAJLsf",4,Bartmans_Bits,0,0,Logitech,N,2022,Mon Apr 04,Mon,Apr,@Bartmans_Bits,none,0,1,"Apr, Week 1"
3251,3251,1511099088913137665,@DJStruthMate @LogitechG Can confirm this is sadly something that does happen. 😔 Always confirm the email! Our team… https://t.co/VDqvAmoLb8,4,DJStruthMate,0,2,Logitech,N,2022,Mon Apr 04,Mon,Apr,@DJStruthMate,none,2,1,"Apr, Week 1"
3252,3252,1511098409804914692,@ygini We hear you and thanks for the love! Always happy to share the suggestion with our design teams. 🙏,4,ygini,0,0,Logitech,N,2022,Mon Apr 04,Mon,Apr,@ygini,none,0,1,"Apr, Week 1"
3253,3253,1511098066618630144,"@Doris_Egan Hi Doris, sorry to hear that! We know this pain, we'd love to assist and get you back up and running. C… https://t.co/Xbr7nsPdiE",4,Doris_Egan,0,0,Logitech,N,2022,Mon Apr 04,Mon,Apr,@Doris_Egan,none,0,1,"Apr, Week 1"
3254,3254,1511096116481183746,@Clouds4Daze Happy to discover any details together Levi! Drop us a message with details on what you're seeing in A… https://t.co/BP21ocytS6,4,Clouds4Daze,0,0,Logitech,N,2022,Mon Apr 04,Mon,Apr,@Clouds4Daze,none,0,1,"Apr, Week 1"
3255,3255,1511095767078825987,@madcow42 Great combo! The mouse here will connect via Bluetooth while you use the K860 USB Receiver. The MX Anywhe… https://t.co/TbPXl1o5JP,4,madcow42,0,0,Logitech,N,2022,Mon Apr 04,Mon,Apr,@madcow42,none,0,1,"Apr, Week 1"
3256,3256,1511094481201733634,@NicholasPierre_ @Apple Hi Nicholas truly sorry to hear that! We'd be happy to go over the details and share any ne… https://t.co/a3QxAHGIZN,4,NicholasPierre_,0,0,Logitech,N,2022,Mon Apr 04,Mon,Apr,@NicholasPierre_,none,0,1,"Apr, Week 1"
3257,3257,1511094175780917248,@KristiKates Sorry to hear about any delay Kristi! Can you send us a message with your case number and email to con… https://t.co/lNjpfM2l6q,4,KristiKates,0,0,Logitech,N,2022,Mon Apr 04,Mon,Apr,@KristiKates,none,0,1,"Apr, Week 1"
